id,age,gender,race,education,income,y
2578,60,Female,Others,College and above,"$20,000 to $74,999",Internet
2581,55,Female,White,College and above,"$75,000 or more",Internet
2583,49,Male,White,College and above,"$20,000 to $74,999",Internet
2585,55,Female,Others,College and above,"$0 to $19,999",Internet
2588,63,Male,White,College and above,"$75,000 or more",Internet
2589,29,Male,White,College and above,"$75,000 or more",Internet
2591,54,Female,White,Under College,"$20,000 to $74,999",Internet
2593,40,Female,White,College and above,"$75,000 or more",Doctor
2597,70,Male,White,Under College,"$75,000 or more",Internet
2598,50,Female,White,College and above,"$75,000 or more",Internet
2601,80,Male,Others,College and above,"$75,000 or more",Doctor
2605,58,Male,White,Under College,"$75,000 or more",Internet
2606,74,Female,Others,College and above,"$20,000 to $74,999",Internet
2608,24,Female,White,Under College,"$20,000 to $74,999",Internet
2611,71,Female,White,Under College,"$0 to $19,999",Others
2612,54,Female,White,Under College,"$75,000 or more",Internet
2613,71,Female,White,Under College,"$0 to $19,999",Internet
2615,78,Male,White,College and above,"$20,000 to $74,999",Internet
2616,68,Female,White,College and above,"$75,000 or more",Doctor
2617,39,Male,Others,Under College,"$75,000 or more",Internet
2619,55,Female,Others,Under College,"$0 to $19,999",Internet
2621,69,Female,White,College and above,"$20,000 to $74,999",Internet
2624,29,Female,Others,Under College,"$20,000 to $74,999",Internet
2627,66,Female,White,Under College,"$20,000 to $74,999",Internet
2629,57,Male,Others,College and above,"$75,000 or more",Doctor
2632,73,Female,White,College and above,"$20,000 to $74,999",Internet
2633,64,Male,White,Under College,"$75,000 or more",Internet
2635,71,Male,Others,College and above,"$75,000 or more",Doctor
2638,63,Male,White,Under College,"$20,000 to $74,999",Internet
2641,48,Female,White,College and above,"$75,000 or more",Internet
2642,38,Female,White,College and above,"$75,000 or more",Internet
2643,52,Male,White,College and above,"$75,000 or more",Internet
2644,60,Female,White,Under College,"$0 to $19,999",Internet
2646,61,Female,White,Under College,"$20,000 to $74,999",Internet
2648,36,Female,Others,Under College,"$0 to $19,999",Internet
2651,43,Female,White,College and above,"$20,000 to $74,999",Internet
2652,68,Male,White,College and above,"$75,000 or more",Internet
2653,36,Male,White,Under College,"$20,000 to $74,999",Internet
2654,76,Male,White,College and above,"$75,000 or more",Internet
2656,46,Female,White,Under College,"$0 to $19,999",Internet
2659,66,Female,Others,Under College,"$20,000 to $74,999",Others
2660,44,Male,White,College and above,"$20,000 to $74,999",Internet
2661,59,Female,Others,Under College,"$0 to $19,999",Doctor
2662,69,Female,Others,College and above,"$0 to $19,999",Internet
2663,23,Female,Others,College and above,"$0 to $19,999",Internet
2664,38,Male,Others,College and above,"$20,000 to $74,999",Others
2665,77,Female,Others,College and above,"$75,000 or more",Doctor
2667,80,Female,White,Under College,"$20,000 to $74,999",Others
2668,69,Female,White,Under College,"$20,000 to $74,999",Internet
2674,55,Male,Others,Under College,"$20,000 to $74,999",Internet
2676,77,Female,White,College and above,"$20,000 to $74,999",Internet
2678,39,Female,White,College and above,"$75,000 or more",Internet
2679,70,Female,White,Under College,"$0 to $19,999",Others
2680,29,Female,White,College and above,"$0 to $19,999",Internet
2684,63,Male,White,College and above,"$75,000 or more",Doctor
2685,38,Male,White,College and above,"$75,000 or more",Internet
2686,52,Female,White,Under College,"$20,000 to $74,999",Internet
2687,66,Female,Others,College and above,"$20,000 to $74,999",Doctor
2690,42,Female,White,Under College,"$20,000 to $74,999",Internet
2693,39,Female,White,College and above,"$75,000 or more",Internet
2694,42,Male,White,College and above,"$20,000 to $74,999",Internet
2695,57,Female,Others,College and above,"$0 to $19,999",Internet
2696,39,Female,Others,Under College,"$0 to $19,999",Internet
2697,34,Male,Others,College and above,"$75,000 or more",Internet
2699,79,Female,Others,Under College,"$20,000 to $74,999",Doctor
2702,88,Female,White,College and above,"$20,000 to $74,999",Others
2705,70,Female,White,Under College,"$20,000 to $74,999",Doctor
2710,66,Female,Others,College and above,"$0 to $19,999",Internet
2711,61,Female,White,Under College,"$20,000 to $74,999",Others
2713,57,Female,White,Under College,"$20,000 to $74,999",Internet
2716,47,Female,White,College and above,"$75,000 or more",Internet
2717,52,Female,Others,Under College,"$20,000 to $74,999",Internet
2718,36,Male,White,College and above,"$20,000 to $74,999",Internet
2720,53,Male,White,College and above,"$20,000 to $74,999",Internet
2725,73,Female,Others,College and above,"$20,000 to $74,999",Internet
2727,57,Female,White,Under College,"$20,000 to $74,999",Internet
2728,21,Male,White,Under College,"$75,000 or more",Internet
2730,55,Male,White,College and above,"$20,000 to $74,999",Doctor
2734,42,Male,Others,College and above,"$20,000 to $74,999",Internet
2739,58,Female,White,College and above,"$75,000 or more",Internet
2741,66,Male,Others,Under College,"$20,000 to $74,999",Others
2742,25,Female,White,Under College,"$0 to $19,999",Others
2743,77,Male,White,College and above,"$75,000 or more",Internet
2744,62,Female,White,Under College,"$0 to $19,999",Internet
2746,68,Male,White,Under College,"$0 to $19,999",Doctor
2747,63,Female,White,Under College,"$0 to $19,999",Internet
2748,64,Male,White,Under College,"$20,000 to $74,999",Others
2750,46,Female,Others,College and above,"$0 to $19,999",Others
2751,53,Female,Others,College and above,"$20,000 to $74,999",Others
2753,70,Female,White,Under College,"$20,000 to $74,999",Internet
2754,72,Female,White,Under College,"$0 to $19,999",Others
2759,40,Male,Others,College and above,"$75,000 or more",Internet
2761,43,Female,White,Under College,"$20,000 to $74,999",Internet
2762,70,Female,White,Under College,"$20,000 to $74,999",Doctor
2767,33,Female,Others,College and above,"$20,000 to $74,999",Internet
2771,55,Female,White,Under College,"$75,000 or more",Internet
2772,43,Male,White,Under College,"$75,000 or more",Internet
2781,25,Female,White,College and above,"$20,000 to $74,999",Internet
2782,44,Female,White,Under College,"$75,000 or more",Internet
2783,21,Female,White,College and above,"$75,000 or more",Internet
2784,53,Female,White,Under College,"$75,000 or more",Internet
2786,59,Female,White,College and above,"$75,000 or more",Internet
2787,55,Female,Others,College and above,"$0 to $19,999",Doctor
2788,39,Female,Others,College and above,"$20,000 to $74,999",Others
2789,35,Female,White,Under College,"$75,000 or more",Internet
2790,27,Female,White,College and above,"$75,000 or more",Internet
2791,38,Female,White,College and above,"$20,000 to $74,999",Internet
2795,55,Female,Others,Under College,"$0 to $19,999",Others
2796,78,Male,White,Under College,"$20,000 to $74,999",Others
2798,63,Female,White,Under College,"$0 to $19,999",Internet
2801,56,Male,Others,College and above,"$75,000 or more",Internet
2806,73,Female,White,Under College,"$75,000 or more",Internet
2809,67,Female,White,College and above,"$75,000 or more",Internet
2811,60,Female,White,College and above,"$20,000 to $74,999",Internet
2813,88,Female,White,Under College,"$0 to $19,999",Internet
2814,38,Male,White,Under College,"$75,000 or more",Internet
2817,74,Male,White,Under College,"$20,000 to $74,999",Doctor
2820,51,Male,White,Under College,"$20,000 to $74,999",Internet
2822,67,Female,Others,College and above,"$20,000 to $74,999",Internet
2823,30,Male,White,College and above,"$20,000 to $74,999",Internet
2824,64,Female,White,Under College,"$0 to $19,999",Doctor
2825,62,Male,Others,Under College,"$0 to $19,999",Doctor
2828,46,Female,White,Under College,"$0 to $19,999",Doctor
2831,52,Female,White,Under College,"$20,000 to $74,999",Internet
2833,30,Male,White,Under College,"$20,000 to $74,999",Internet
2835,45,Male,White,Under College,"$20,000 to $74,999",Internet
2837,62,Male,White,College and above,"$20,000 to $74,999",Internet
2838,73,Male,White,College and above,"$75,000 or more",Internet
2840,55,Male,White,College and above,"$0 to $19,999",Internet
2843,59,Female,White,Under College,"$0 to $19,999",Doctor
2844,52,Female,White,College and above,"$20,000 to $74,999",Others
2846,62,Male,White,Under College,"$20,000 to $74,999",Internet
2853,85,Male,White,Under College,"$20,000 to $74,999",Doctor
2854,53,Female,White,College and above,"$75,000 or more",Internet
2855,59,Male,White,Under College,"$20,000 to $74,999",Internet
2859,85,Male,White,Under College,"$20,000 to $74,999",Doctor
2862,39,Female,Others,College and above,"$75,000 or more",Doctor
2863,51,Female,White,Under College,"$75,000 or more",Internet
2864,81,Male,White,College and above,"$75,000 or more",Doctor
2869,45,Female,White,College and above,"$75,000 or more",Internet
2871,31,Male,Others,College and above,"$20,000 to $74,999",Internet
2872,56,Male,White,Under College,"$75,000 or more",Internet
2874,52,Female,White,Under College,"$0 to $19,999",Internet
2876,62,Female,Others,College and above,"$20,000 to $74,999",Internet
2878,42,Male,White,College and above,"$75,000 or more",Internet
2880,77,Male,White,Under College,"$20,000 to $74,999",Internet
2881,32,Male,White,College and above,"$75,000 or more",Internet
2885,43,Female,White,Under College,"$20,000 to $74,999",Internet
2886,40,Female,White,College and above,"$75,000 or more",Internet
2892,44,Female,White,Under College,"$20,000 to $74,999",Internet
2894,41,Female,White,College and above,"$75,000 or more",Internet
2896,46,Female,White,College and above,"$75,000 or more",Internet
2898,67,Female,White,College and above,"$0 to $19,999",Others
2900,67,Female,White,College and above,"$20,000 to $74,999",Internet
2901,42,Female,White,College and above,"$75,000 or more",Others
2902,74,Female,White,College and above,"$20,000 to $74,999",Doctor
2904,64,Male,White,Under College,"$20,000 to $74,999",Doctor
2907,59,Female,White,Under College,"$0 to $19,999",Others
2908,66,Female,White,Under College,"$0 to $19,999",Doctor
2909,29,Male,White,College and above,"$75,000 or more",Internet
2911,47,Female,White,Under College,"$20,000 to $74,999",Doctor
2912,53,Female,White,Under College,"$20,000 to $74,999",Doctor
2914,66,Male,White,Under College,"$20,000 to $74,999",Internet
2920,29,Female,White,Under College,"$20,000 to $74,999",Internet
2921,56,Female,White,College and above,"$75,000 or more",Internet
2926,35,Male,White,College and above,"$20,000 to $74,999",Internet
2929,60,Male,White,Under College,"$75,000 or more",Internet
2930,68,Male,White,College and above,"$20,000 to $74,999",Doctor
2932,81,Female,White,Under College,"$20,000 to $74,999",Internet
2934,47,Female,White,Under College,"$20,000 to $74,999",Doctor
2938,35,Male,White,College and above,"$75,000 or more",Internet
2939,40,Male,Others,College and above,"$20,000 to $74,999",Internet
2941,76,Male,White,College and above,"$20,000 to $74,999",Doctor
2948,48,Female,White,Under College,"$0 to $19,999",Internet
2951,61,Female,Others,Under College,"$0 to $19,999",Doctor
2952,65,Female,Others,College and above,"$20,000 to $74,999",Internet
2953,62,Male,Others,Under College,"$75,000 or more",Internet
2954,58,Female,Others,College and above,"$75,000 or more",Doctor
2955,42,Male,White,College and above,"$20,000 to $74,999",Internet
2956,40,Female,White,College and above,"$75,000 or more",Internet
2958,38,Female,White,Under College,"$75,000 or more",Internet
2961,33,Male,White,College and above,"$75,000 or more",Internet
2962,49,Female,White,College and above,"$75,000 or more",Internet
2963,43,Male,Others,College and above,"$75,000 or more",Internet
2965,19,Male,Others,Under College,"$0 to $19,999",Internet
2969,86,Male,White,College and above,"$20,000 to $74,999",Doctor
2971,33,Male,Others,College and above,"$75,000 or more",Internet
2972,58,Female,White,College and above,"$75,000 or more",Others
2974,86,Female,Others,Under College,"$75,000 or more",Doctor
2979,57,Male,White,College and above,"$75,000 or more",Doctor
2980,66,Male,White,Under College,"$0 to $19,999",Doctor
2983,28,Male,White,College and above,"$75,000 or more",Internet
2984,60,Male,White,Under College,"$20,000 to $74,999",Doctor
2985,67,Female,White,Under College,"$20,000 to $74,999",Others
2988,52,Female,White,College and above,"$20,000 to $74,999",Internet
2989,45,Female,White,Under College,"$20,000 to $74,999",Others
2995,70,Female,Others,Under College,"$0 to $19,999",Doctor
3004,23,Female,White,Under College,"$0 to $19,999",Internet
3007,51,Female,White,Under College,"$75,000 or more",Doctor
3014,60,Female,White,Under College,"$75,000 or more",Internet
3018,63,Female,White,College and above,"$75,000 or more",Internet
3019,91,Female,White,Under College,"$20,000 to $74,999",Internet
3021,39,Female,Others,College and above,"$75,000 or more",Internet
3025,32,Male,White,College and above,"$75,000 or more",Internet
3029,45,Female,White,College and above,"$20,000 to $74,999",Internet
3030,71,Male,White,Under College,"$20,000 to $74,999",Internet
3036,66,Male,White,College and above,"$75,000 or more",Internet
3037,48,Female,White,College and above,"$20,000 to $74,999",Internet
3038,64,Male,White,Under College,"$0 to $19,999",Doctor
3039,53,Male,White,Under College,"$75,000 or more",Doctor
3042,68,Female,Others,College and above,"$75,000 or more",Doctor
3043,43,Male,White,Under College,"$75,000 or more",Internet
3044,71,Female,White,Under College,"$20,000 to $74,999",Doctor
3045,46,Female,White,Under College,"$20,000 to $74,999",Internet
3046,54,Male,White,Under College,"$20,000 to $74,999",Internet
3048,56,Female,White,College and above,"$20,000 to $74,999",Others
3050,48,Male,White,College and above,"$75,000 or more",Internet
3055,36,Female,Others,College and above,"$0 to $19,999",Internet
3056,37,Male,White,Under College,"$75,000 or more",Internet
3057,59,Female,White,College and above,"$75,000 or more",Internet
3058,35,Male,White,Under College,"$75,000 or more",Internet
3060,56,Female,White,Under College,"$20,000 to $74,999",Internet
3062,76,Female,White,College and above,"$0 to $19,999",Doctor
3066,48,Female,Others,College and above,"$20,000 to $74,999",Internet
3067,43,Male,White,Under College,"$75,000 or more",Doctor
3068,26,Male,Others,College and above,"$75,000 or more",Internet
3073,59,Female,White,Under College,"$20,000 to $74,999",Internet
3076,45,Male,White,College and above,"$75,000 or more",Internet
3078,75,Male,White,Under College,"$20,000 to $74,999",Internet
3079,62,Male,Others,College and above,"$20,000 to $74,999",Others
3082,38,Female,Others,Under College,"$20,000 to $74,999",Internet
3088,56,Male,White,Under College,"$75,000 or more",Internet
3090,62,Female,White,Under College,"$20,000 to $74,999",Others
3091,19,Male,Others,Under College,"$20,000 to $74,999",Others
3092,71,Male,Others,Under College,"$20,000 to $74,999",Doctor
3095,65,Female,White,College and above,"$75,000 or more",Internet
3096,82,Female,White,Under College,"$0 to $19,999",Doctor
3099,64,Male,White,College and above,"$75,000 or more",Internet
3100,34,Male,White,Under College,"$0 to $19,999",Internet
3101,53,Female,White,Under College,"$20,000 to $74,999",Internet
3106,35,Female,Others,College and above,"$75,000 or more",Internet
3108,60,Female,Others,Under College,"$20,000 to $74,999",Internet
3110,46,Female,Others,College and above,"$0 to $19,999",Internet
3111,79,Female,White,Under College,"$0 to $19,999",Doctor
3112,42,Male,White,Under College,"$75,000 or more",Internet
3114,60,Female,White,Under College,"$75,000 or more",Others
3115,57,Female,White,Under College,"$20,000 to $74,999",Others
3117,37,Male,White,College and above,"$75,000 or more",Internet
3118,49,Female,White,Under College,"$0 to $19,999",Internet
3122,49,Male,Others,College and above,"$75,000 or more",Doctor
3126,56,Female,White,College and above,"$20,000 to $74,999",Doctor
3127,66,Female,White,Under College,"$0 to $19,999",Others
3130,50,Female,White,College and above,"$20,000 to $74,999",Internet
3132,38,Female,White,College and above,"$75,000 or more",Internet
3135,50,Female,White,College and above,"$20,000 to $74,999",Internet
3137,74,Female,White,College and above,"$75,000 or more",Internet
3139,65,Male,White,Under College,"$75,000 or more",Internet
3140,65,Male,Others,Under College,"$20,000 to $74,999",Internet
3141,28,Female,White,College and above,"$75,000 or more",Internet
3142,41,Male,White,College and above,"$75,000 or more",Internet
3143,78,Male,White,Under College,"$75,000 or more",Internet
3152,33,Male,White,College and above,"$75,000 or more",Internet
3154,48,Male,Others,Under College,"$75,000 or more",Internet
3155,40,Female,White,Under College,"$20,000 to $74,999",Internet
3160,43,Male,White,College and above,"$75,000 or more",Internet
3161,55,Male,White,Under College,"$0 to $19,999",Internet
3163,33,Male,White,Under College,"$75,000 or more",Internet
3164,56,Male,Others,Under College,"$20,000 to $74,999",Internet
3165,60,Male,White,College and above,"$75,000 or more",Internet
3167,59,Male,White,Under College,"$0 to $19,999",Doctor
3168,24,Male,White,Under College,"$20,000 to $74,999",Internet
3169,54,Male,White,College and above,"$0 to $19,999",Internet
3171,67,Male,White,Under College,"$20,000 to $74,999",Internet
3173,35,Female,White,College and above,"$75,000 or more",Internet
3175,55,Male,White,Under College,"$75,000 or more",Doctor
3176,20,Female,White,Under College,"$20,000 to $74,999",Internet
3177,75,Male,White,Under College,"$20,000 to $74,999",Internet
3179,40,Male,Others,College and above,"$20,000 to $74,999",Doctor
3184,42,Female,White,Under College,"$75,000 or more",Internet
3185,55,Female,White,College and above,"$75,000 or more",Internet
3188,66,Female,White,Under College,"$0 to $19,999",Others
3190,33,Female,White,Under College,"$20,000 to $74,999",Internet
3192,65,Female,White,Under College,"$20,000 to $74,999",Others
3193,50,Male,White,Under College,"$0 to $19,999",Internet
3195,42,Male,Others,College and above,"$75,000 or more",Internet
3198,61,Female,White,Under College,"$0 to $19,999",Others
3199,56,Male,White,Under College,"$75,000 or more",Internet
3200,69,Male,White,Under College,"$75,000 or more",Internet
3201,23,Female,White,Under College,"$0 to $19,999",Internet
3206,72,Female,White,College and above,"$20,000 to $74,999",Internet
3207,26,Female,White,College and above,"$20,000 to $74,999",Internet
3208,75,Male,Others,College and above,"$20,000 to $74,999",Others
3209,43,Male,White,Under College,"$75,000 or more",Internet
3210,66,Male,Others,College and above,"$75,000 or more",Internet
3211,51,Female,White,Under College,"$75,000 or more",Internet
3212,58,Female,White,Under College,"$0 to $19,999",Internet
3214,57,Male,Others,College and above,"$75,000 or more",Internet
3215,72,Female,White,College and above,"$75,000 or more",Internet
3216,46,Male,White,Under College,"$75,000 or more",Internet
3223,88,Male,White,Under College,"$20,000 to $74,999",Doctor
3224,44,Female,White,College and above,"$75,000 or more",Internet
3226,69,Male,Others,Under College,"$20,000 to $74,999",Others
3227,45,Male,Others,Under College,"$75,000 or more",Internet
3228,59,Female,White,Under College,"$75,000 or more",Internet
3231,53,Female,White,Under College,"$75,000 or more",Internet
3233,57,Female,Others,College and above,"$20,000 to $74,999",Internet
3235,71,Male,White,Under College,"$75,000 or more",Internet
3238,57,Female,Others,College and above,"$75,000 or more",Internet
3239,33,Male,White,College and above,"$75,000 or more",Others
3241,56,Male,White,Under College,"$20,000 to $74,999",Doctor
3244,58,Male,White,College and above,"$75,000 or more",Internet
3246,66,Female,White,Under College,"$20,000 to $74,999",Others
3249,48,Female,White,College and above,"$75,000 or more",Others
3250,27,Male,White,College and above,"$0 to $19,999",Internet
3252,68,Male,White,Under College,"$20,000 to $74,999",Internet
3253,32,Female,Others,College and above,"$20,000 to $74,999",Internet
3254,69,Female,Others,College and above,"$75,000 or more",Internet
3255,52,Female,Others,Under College,"$20,000 to $74,999",Internet
3258,45,Female,White,Under College,"$75,000 or more",Internet
3262,60,Female,White,Under College,"$20,000 to $74,999",Internet
3265,43,Male,White,Under College,"$0 to $19,999",Internet
3266,59,Female,White,Under College,"$75,000 or more",Internet
3267,41,Male,White,College and above,"$75,000 or more",Internet
3270,47,Female,Others,Under College,"$75,000 or more",Doctor
3272,53,Male,White,Under College,"$20,000 to $74,999",Internet
3273,75,Female,White,Under College,"$20,000 to $74,999",Internet
3276,54,Male,White,Under College,"$75,000 or more",Internet
3279,53,Female,Others,Under College,"$20,000 to $74,999",Others
3280,59,Female,White,Under College,"$0 to $19,999",Doctor
3281,52,Female,White,Under College,"$20,000 to $74,999",Internet
3282,55,Male,White,College and above,"$0 to $19,999",Others
3283,59,Female,White,College and above,"$75,000 or more",Internet
3285,26,Male,White,College and above,"$20,000 to $74,999",Internet
